Train Metrics
Epoch 0, 25% 	 Loss : 1.0467e+02 	 Res : 1.0837e+01 	 MSE : 6.1127e+01
Training Epoch 146 : 	 Train : 6.25350e-01 	 Res : 1.75412e-03 	 MSE : 2.90160e-01
Validation Epoch 146 : 	 Train : 6.15480e-01 	 Res : 2.38485e-03 	 MSE : 2.66999e-01
Training Epoch 146 finished, took current epoch 52.17s, cumulative time 7711.92s
Epoch 147, 25% 	 Loss : 6.2033e-01 	 Res : 1.7119e-03 	 MSE : 3.2045e-01
Epoch 147, 50% 	 Loss : 6.3034e-01 	 Res : 1.5525e-03 	 MSE : 2.9015e-01
Epoch 147, 75% 	 Loss : 6.2566e-01 	 Res : 1.4161e-03 	 MSE : 3.0004e-01
Training Epoch 147 : 	 Train : 6.21745e-01 	 Res : 1.52278e-03 	 MSE : 3.09361e-01
Validation Epoch 147 : 	 Train : 6.18234e-01 	 Res : 1.93723e-03 	 MSE : 3.41780e-01
Training Epoch 147 finished, took current epoch 53.10s, cumulative time 7764.80s
Epoch 148, 25% 	 Loss : 6.1872e-01 	 Res : 1.3761e-03 	 MSE : 3.0819e-01
Epoch 148, 50% 	 Loss : 6.1434e-01 	 Res : 1.5702e-03 	 MSE : 3.4906e-01
Epoch 148, 75% 	 Loss : 6.2023e-01 	 Res : 1.4084e-03 	 MSE : 3.0327e-01
Training Epoch 148 : 	 Train : 6.20769e-01 	 Res : 1.44769e-03 	 MSE : 3.18252e-01
Validation Epoch 148 : 	 Train : 6.04744e-01 	 Res : 8.36626e-04 	 MSE : 5.83617e-02
Training Epoch 148 finished, took current epoch 52.30s, cumulative time 7816.63s
MODEL SAVED
Epoch 149, 25% 	 Loss : 6.1704e-01 	 Res : 1.3315e-03 	 MSE : 2.8872e-01
Epoch 149, 50% 	 Loss : 6.2778e-01 	 Res : 1.3792e-03 	 MSE : 3.0044e-01
Epoch 149, 75% 	 Loss : 6.1746e-01 	 Res : 1.2989e-03 	 MSE : 3.0855e-01
Training Epoch 149 : 	 Train : 6.20080e-01 	 Res : 1.32908e-03 	 MSE : 2.97770e-01
Validation Epoch 149 : 	 Train : 6.13691e-01 	 Res : 1.85730e-03 	 MSE : 3.34315e-01
Training Epoch 149 finished, took current epoch 55.08s, cumulative time 7870.09s
Epoch 150, 25% 	 Loss : 6.1198e-01 	 Res : 1.3364e-03 	 MSE : 3.0807e-01
Epoch 150, 50% 	 Loss : 6.2661e-01 	 Res : 1.4794e-03 	 MSE : 3.3779e-01
Epoch 150, 75% 	 Loss : 6.3807e-01 	 Res : 1.7976e-03 	 MSE : 2.3504e-01
Training Epoch 150 : 	 Train : 6.23916e-01 	 Res : 1.76293e-03 	 MSE : 2.73464e-01
Validation Epoch 150 : 	 Train : 6.15075e-01 	 Res : 2.25923e-03 	 MSE : 1.34836e-01
Training Epoch 150 finished, took current epoch 51.74s, cumulative time 7921.67s
Epoch 151, 25% 	 Loss : 6.1321e-01 	 Res : 1.1871e-03 	 MSE : 1.9462e-01
Epoch 151, 50% 	 Loss : 6.3183e-01 	 Res : 2.4185e-03 	 MSE : 3.3035e-01
Epoch 151, 75% 	 Loss : 6.2351e-01 	 Res : 1.6466e-03 	 MSE : 2.6833e-01
Training Epoch 151 : 	 Train : 6.25244e-01 	 Res : 1.66846e-03 	 MSE : 2.77119e-01
Validation Epoch 151 : 	 Train : 6.11703e-01 	 Res : 1.98393e-03 	 MSE : 2.15920e-01
Training Epoch 151 finished, took current epoch 51.68s, cumulative time 7973.22s
Epoch 152, 25% 	 Loss : 6.2928e-01 	 Res : 1.3512e-03 	 MSE : 3.0516e-01
Epoch 152, 50% 	 Loss : 6.2296e-01 	 Res : 1.6602e-03 	 MSE : 3.3293e-01
Epoch 152, 75% 	 Loss : 6.3533e-01 	 Res : 2.0504e-03 	 MSE : 2.3080e-01
Training Epoch 152 : 	 Train : 6.25506e-01 	 Res : 1.77430e-03 	 MSE : 2.84436e-01
Validation Epoch 152 : 	 Train : 6.11032e-01 	 Res : 1.31867e-03 	 MSE : 2.04794e-01
Training Epoch 152 finished, took current epoch 53.25s, cumulative time 8026.27s
Epoch 153, 25% 	 Loss : 6.4026e-01 	 Res : 2.0379e-03 	 MSE : 2.8957e-01
Epoch 153, 50% 	 Loss : 6.3582e-01 	 Res : 2.3639e-03 	 MSE : 5.5321e-01
Epoch 153, 75% 	 Loss : 6.1176e-01 	 Res : 1.9926e-03 	 MSE : 2.6232e-01
Training Epoch 153 : 	 Train : 6.27511e-01 	 Res : 2.05399e-03 	 MSE : 3.22242e-01
Validation Epoch 153 : 	 Train : 6.19471e-01 	 Res : 2.44363e-03 	 MSE : 5.79322e-01
Training Epoch 153 finished, took current epoch 53.10s, cumulative time 8079.09s
Epoch 154, 25% 	 Loss : 6.3118e-01 	 Res : 1.3929e-03 	 MSE : 3.0733e-01
Epoch 154, 50% 	 Loss : 6.2472e-01 	 Res : 1.7340e-03 	 MSE : 3.7495e-01
Epoch 154, 75% 	 Loss : 6.2105e-01 	 Res : 1.8917e-03 	 MSE : 2.6463e-01
Training Epoch 154 : 	 Train : 6.25859e-01 	 Res : 1.80727e-03 	 MSE : 3.23238e-01
Validation Epoch 154 : 	 Train : 6.08247e-01 	 Res : 9.02726e-04 	 MSE : 8.59652e-02
Training Epoch 154 finished, took current epoch 52.18s, cumulative time 8131.07s
Epoch 155, 25% 	 Loss : 6.3635e-01 	 Res : 3.0494e-03 	 MSE : 5.6296e-01
Epoch 155, 50% 	 Loss : 6.2467e-01 	 Res : 1.6606e-03 	 MSE : 3.6179e-01
Epoch 155, 75% 	 Loss : 6.2246e-01 	 Res : 1.2847e-03 	 MSE : 2.8249e-01
Training Epoch 155 : 	 Train : 6.26257e-01 	 Res : 1.79138e-03 	 MSE : 3.41589e-01
Validation Epoch 155 : 	 Train : 6.13244e-01 	 Res : 1.61230e-03 	 MSE : 2.27148e-01
Training Epoch 155 finished, took current epoch 52.95s, cumulative time 8183.82s
Epoch 156, 25% 	 Loss : 6.2505e-01 	 Res : 1.8754e-03 	 MSE : 2.9469e-01
Epoch 156, 50% 	 Loss : 6.2799e-01 	 Res : 1.3860e-03 	 MSE : 3.3938e-01
Epoch 156, 75% 	 Loss : 6.0512e-01 	 Res : 1.5510e-03 	 MSE : 2.6302e-01
Training Epoch 156 : 	 Train : 6.23312e-01 	 Res : 1.55813e-03 	 MSE : 2.80513e-01
Validation Epoch 156 : 	 Train : 6.16250e-01 	 Res : 1.62288e-03 	 MSE : 4.51925e-01
Training Epoch 156 finished, took current epoch 51.31s, cumulative time 8234.83s
Epoch 157, 25% 	 Loss : 6.3183e-01 	 Res : 1.7043e-03 	 MSE : 2.8099e-01
Epoch 157, 50% 	 Loss : 6.4292e-01 	 Res : 2.9420e-03 	 MSE : 6.2761e-01
Epoch 157, 75% 	 Loss : 6.2199e-01 	 Res : 1.8335e-03 	 MSE : 3.1759e-01
Training Epoch 157 : 	 Train : 6.24491e-01 	 Res : 1.95184e-03 	 MSE : 3.82875e-01
Validation Epoch 157 : 	 Train : 6.13292e-01 	 Res : 1.65334e-03 	 MSE : 3.81181e-01
Training Epoch 157 finished, took current epoch 52.84s, cumulative time 8287.47s
Epoch 158, 25% 	 Loss : 6.1540e-01 	 Res : 1.8754e-03 	 MSE : 4.1962e-01
Epoch 158, 50% 	 Loss : 6.5181e-01 	 Res : 2.8214e-03 	 MSE : 5.6626e-01
Epoch 158, 75% 	 Loss : 6.1399e-01 	 Res : 1.7708e-03 	 MSE : 2.8875e-01
Training Epoch 158 : 	 Train : 6.26977e-01 	 Res : 2.12048e-03 	 MSE : 3.74380e-01
Validation Epoch 158 : 	 Train : 6.40681e-01 	 Res : 5.68198e-03 	 MSE : 6.06522e-01
Training Epoch 158 finished, took current epoch 52.47s, cumulative time 8339.72s
Epoch 159, 25% 	 Loss : 6.2054e-01 	 Res : 1.9645e-03 	 MSE : 2.4185e-01
Epoch 159, 50% 	 Loss : 6.1438e-01 	 Res : 1.3528e-03 	 MSE : 3.1427e-01
Epoch 159, 75% 	 Loss : 6.2813e-01 	 Res : 1.4107e-03 	 MSE : 3.4488e-01
Training Epoch 159 : 	 Train : 6.21453e-01 	 Res : 1.59492e-03 	 MSE : 3.08918e-01
Validation Epoch 159 : 	 Train : 6.10655e-01 	 Res : 1.69886e-03 	 MSE : 4.31414e-01
Training Epoch 159 finished, took current epoch 52.30s, cumulative time 8391.78s
Epoch 160, 25% 	 Loss : 6.3140e-01 	 Res : 3.0172e-03 	 MSE : 5.0105e-01
Epoch 160, 50% 	 Loss : 6.4541e-01 	 Res : 2.6317e-03 	 MSE : 5.2832e-01
Epoch 160, 75% 	 Loss : 6.2248e-01 	 Res : 2.2996e-03 	 MSE : 1.7507e-01
Training Epoch 160 : 	 Train : 6.32793e-01 	 Res : 2.52953e-03 	 MSE : 3.73497e-01
Validation Epoch 160 : 	 Train : 6.20888e-01 	 Res : 2.72359e-03 	 MSE : 3.91600e-01
Training Epoch 160 finished, took current epoch 51.48s, cumulative time 8443.04s
Epoch 161, 25% 	 Loss : 6.2227e-01 	 Res : 1.7652e-03 	 MSE : 3.0160e-01
Epoch 161, 50% 	 Loss : 6.2551e-01 	 Res : 1.4562e-03 	 MSE : 3.5145e-01
Epoch 161, 75% 	 Loss : 6.3773e-01 	 Res : 1.4309e-03 	 MSE : 3.4423e-01
Training Epoch 161 : 	 Train : 6.21066e-01 	 Res : 1.52667e-03 	 MSE : 3.32203e-01
Validation Epoch 161 : 	 Train : 6.03946e-01 	 Res : 7.77785e-04 	 MSE : 9.39627e-02
Training Epoch 161 finished, took current epoch 52.94s, cumulative time 8495.63s
MODEL SAVED
Epoch 162, 25% 	 Loss : 6.2057e-01 	 Res : 1.3395e-03 	 MSE : 3.1232e-01
Epoch 162, 50% 	 Loss : 6.2206e-01 	 Res : 1.3400e-03 	 MSE : 3.1461e-01
Epoch 162, 75% 	 Loss : 6.1142e-01 	 Res : 1.3495e-03 	 MSE : 3.1361e-01
Training Epoch 162 : 	 Train : 6.19413e-01 	 Res : 1.37325e-03 	 MSE : 3.06622e-01
Validation Epoch 162 : 	 Train : 6.11424e-01 	 Res : 1.26030e-03 	 MSE : 1.46401e-01
Training Epoch 162 finished, took current epoch 51.65s, cumulative time 8547.15s
Epoch 163, 25% 	 Loss : 6.1723e-01 	 Res : 1.2897e-03 	 MSE : 2.8821e-01
Epoch 163, 50% 	 Loss : 6.2740e-01 	 Res : 1.2750e-03 	 MSE : 3.0374e-01
Epoch 163, 75% 	 Loss : 6.2042e-01 	 Res : 1.3345e-03 	 MSE : 2.9953e-01
Training Epoch 163 : 	 Train : 6.19014e-01 	 Res : 1.36849e-03 	 MSE : 3.01599e-01
Validation Epoch 163 : 	 Train : 6.12288e-01 	 Res : 1.57984e-03 	 MSE : 3.38386e-02
Training Epoch 163 finished, took current epoch 53.27s, cumulative time 8600.30s
Epoch 164, 25% 	 Loss : 6.1821e-01 	 Res : 1.8132e-03 	 MSE : 2.5614e-01
Epoch 164, 50% 	 Loss : 6.3221e-01 	 Res : 1.6757e-03 	 MSE : 2.3941e-01
Epoch 164, 75% 	 Loss : 6.2761e-01 	 Res : 2.2088e-03 	 MSE : 4.1563e-01
Training Epoch 164 : 	 Train : 6.27225e-01 	 Res : 1.92445e-03 	 MSE : 3.05131e-01
Validation Epoch 164 : 	 Train : 6.05607e-01 	 Res : 8.97923e-04 	 MSE : 7.09161e-02
Training Epoch 164 finished, took current epoch 52.96s, cumulative time 8653.14s
Epoch 165, 25% 	 Loss : 6.3486e-01 	 Res : 2.2935e-03 	 MSE : 3.2165e-01
Epoch 165, 50% 	 Loss : 6.3221e-01 	 Res : 2.1608e-03 	 MSE : 1.6989e-01
Epoch 165, 75% 	 Loss : 6.1432e-01 	 Res : 1.7296e-03 	 MSE : 3.2639e-01
Training Epoch 165 : 	 Train : 6.28520e-01 	 Res : 1.96031e-03 	 MSE : 2.78403e-01
Validation Epoch 165 : 	 Train : 6.12075e-01 	 Res : 1.86686e-03 	 MSE : 4.48394e-01
Training Epoch 165 finished, took current epoch 53.46s, cumulative time 8706.47s
Epoch 166, 25% 	 Loss : 6.2688e-01 	 Res : 1.8546e-03 	 MSE : 3.5745e-01
Epoch 166, 50% 	 Loss : 6.1323e-01 	 Res : 1.5809e-03 	 MSE : 3.1563e-01
Epoch 166, 75% 	 Loss : 6.2500e-01 	 Res : 1.2815e-03 	 MSE : 2.9220e-01
Training Epoch 166 : 	 Train : 6.23046e-01 	 Res : 1.58418e-03 	 MSE : 3.20313e-01
Validation Epoch 166 : 	 Train : 6.11575e-01 	 Res : 1.79953e-03 	 MSE : 4.68264e-01
Training Epoch 166 finished, took current epoch 53.38s, cumulative time 8759.72s
Epoch 167, 25% 	 Loss : 6.1842e-01 	 Res : 2.2060e-03 	 MSE : 3.6758e-01
Epoch 167, 50% 	 Loss : 6.3172e-01 	 Res : 2.5473e-03 	 MSE : 5.3145e-01
Epoch 167, 75% 	 Loss : 6.4987e-01 	 Res : 2.1749e-03 	 MSE : 2.8608e-01
Training Epoch 167 : 	 Train : 6.27808e-01 	 Res : 2.09525e-03 	 MSE : 3.55590e-01
Validation Epoch 167 : 	 Train : 6.06596e-01 	 Res : 1.05660e-03 	 MSE : 2.54441e-01
Training Epoch 167 finished, took current epoch 52.66s, cumulative time 8812.27s
Epoch 168, 25% 	 Loss : 6.4449e-01 	 Res : 3.4691e-03 	 MSE : 3.9335e-01
Epoch 168, 50% 	 Loss : 6.2038e-01 	 Res : 1.7456e-03 	 MSE : 3.8882e-01
Epoch 168, 75% 	 Loss : 6.0922e-01 	 Res : 1.6711e-03 	 MSE : 3.0531e-01
Training Epoch 168 : 	 Train : 6.30344e-01 	 Res : 2.58007e-03 	 MSE : 4.00283e-01
Validation Epoch 168 : 	 Train : 6.09236e-01 	 Res : 1.36195e-03 	 MSE : 1.76886e-01
Training Epoch 168 finished, took current epoch 52.64s, cumulative time 8864.82s
Epoch 169, 25% 	 Loss : 6.2228e-01 	 Res : 2.3164e-03 	 MSE : 3.1076e-01
Epoch 169, 50% 	 Loss : 6.2181e-01 	 Res : 2.2027e-03 	 MSE : 3.8956e-01
Epoch 169, 75% 	 Loss : 6.2206e-01 	 Res : 1.5423e-03 	 MSE : 1.7046e-01
Training Epoch 169 : 	 Train : 6.25906e-01 	 Res : 1.97837e-03 	 MSE : 2.76679e-01
Validation Epoch 169 : 	 Train : 6.20464e-01 	 Res : 2.51650e-03 	 MSE : 4.07015e-01
Training Epoch 169 finished, took current epoch 54.33s, cumulative time 8919.02s
Epoch 170, 25% 	 Loss : 6.3824e-01 	 Res : 1.8734e-03 	 MSE : 2.5834e-01
Epoch 170, 50% 	 Loss : 6.2221e-01 	 Res : 1.7854e-03 	 MSE : 2.5824e-01
Epoch 170, 75% 	 Loss : 6.0902e-01 	 Res : 1.4266e-03 	 MSE : 3.3431e-01
Training Epoch 170 : 	 Train : 6.21519e-01 	 Res : 1.61249e-03 	 MSE : 2.91656e-01
Validation Epoch 170 : 	 Train : 6.08020e-01 	 Res : 1.66361e-03 	 MSE : 2.44849e-01
Training Epoch 170 finished, took current epoch 53.14s, cumulative time 8972.03s
Epoch 171, 25% 	 Loss : 6.1823e-01 	 Res : 1.5123e-03 	 MSE : 3.4820e-01
Epoch 171, 50% 	 Loss : 6.1752e-01 	 Res : 1.4733e-03 	 MSE : 3.5638e-01
Epoch 171, 75% 	 Loss : 6.0873e-01 	 Res : 1.3805e-03 	 MSE : 3.0000e-01
Training Epoch 171 : 	 Train : 6.19016e-01 	 Res : 1.44477e-03 	 MSE : 3.32348e-01
Validation Epoch 171 : 	 Train : 6.05524e-01 	 Res : 1.08051e-03 	 MSE : 3.35246e-01
Training Epoch 171 finished, took current epoch 52.71s, cumulative time 9024.62s
Epoch 172, 25% 	 Loss : 6.0431e-01 	 Res : 1.3209e-03 	 MSE : 3.1424e-01
Epoch 172, 50% 	 Loss : 6.2596e-01 	 Res : 1.3123e-03 	 MSE : 3.0829e-01
Epoch 172, 75% 	 Loss : 6.1489e-01 	 Res : 1.3417e-03 	 MSE : 2.9302e-01
Training Epoch 172 : 	 Train : 6.18246e-01 	 Res : 1.33032e-03 	 MSE : 3.08083e-01
Validation Epoch 172 : 	 Train : 6.17926e-01 	 Res : 3.29858e-03 	 MSE : 6.06334e-01
Training Epoch 172 finished, took current epoch 53.40s, cumulative time 9077.90s
Epoch 173, 25% 	 Loss : 6.2225e-01 	 Res : 1.7315e-03 	 MSE : 4.1940e-01
Epoch 173, 50% 	 Loss : 6.4822e-01 	 Res : 2.4171e-03 	 MSE : 4.2533e-01
Epoch 173, 75% 	 Loss : 6.2666e-01 	 Res : 2.1101e-03 	 MSE : 2.9097e-01
Training Epoch 173 : 	 Train : 6.25226e-01 	 Res : 1.93372e-03 	 MSE : 3.55699e-01
Validation Epoch 173 : 	 Train : 6.05432e-01 	 Res : 1.14077e-03 	 MSE : 1.56168e-01
Training Epoch 173 finished, took current epoch 52.94s, cumulative time 9130.71s
Epoch 174, 25% 	 Loss : 6.0511e-01 	 Res : 1.5894e-03 	 MSE : 2.5226e-01
Epoch 174, 50% 	 Loss : 6.2860e-01 	 Res : 1.7539e-03 	 MSE : 3.2041e-01
Epoch 174, 75% 	 Loss : 6.2786e-01 	 Res : 2.1206e-03 	 MSE : 4.1990e-01
Training Epoch 174 : 	 Train : 6.25343e-01 	 Res : 2.00256e-03 	 MSE : 3.45077e-01
Validation Epoch 174 : 	 Train : 6.11264e-01 	 Res : 1.27707e-03 	 MSE : 6.41772e-02
Training Epoch 174 finished, took current epoch 53.15s, cumulative time 9183.73s
Epoch 175, 25% 	 Loss : 6.2612e-01 	 Res : 1.5828e-03 	 MSE : 2.5249e-01
Epoch 175, 50% 	 Loss : 6.3381e-01 	 Res : 1.3613e-03 	 MSE : 3.1852e-01
Epoch 175, 75% 	 Loss : 6.1409e-01 	 Res : 1.3294e-03 	 MSE : 3.1175e-01
Training Epoch 175 : 	 Train : 6.20760e-01 	 Res : 1.49742e-03 	 MSE : 2.69965e-01
Validation Epoch 175 : 	 Train : 6.29276e-01 	 Res : 3.61243e-03 	 MSE : 2.64273e-01
Training Epoch 175 finished, took current epoch 53.90s, cumulative time 9237.51s
Epoch 176, 25% 	 Loss : 6.1874e-01 	 Res : 2.5528e-03 	 MSE : 3.8638e-01
Epoch 176, 50% 	 Loss : 6.3107e-01 	 Res : 1.2902e-03 	 MSE : 1.5432e-01
Epoch 176, 75% 	 Loss : 6.2661e-01 	 Res : 1.6045e-03 	 MSE : 3.4625e-01
Training Epoch 176 : 	 Train : 6.23951e-01 	 Res : 1.72407e-03 	 MSE : 3.03754e-01
Validation Epoch 176 : 	 Train : 6.10458e-01 	 Res : 1.51734e-03 	 MSE : 1.89648e-01
Training Epoch 176 finished, took current epoch 53.18s, cumulative time 9290.54s
Epoch 177, 25% 	 Loss : 6.1648e-01 	 Res : 1.2660e-03 	 MSE : 2.9077e-01
Epoch 177, 50% 	 Loss : 6.1171e-01 	 Res : 1.3884e-03 	 MSE : 3.3845e-01
Epoch 177, 75% 	 Loss : 6.5526e-01 	 Res : 4.1400e-03 	 MSE : 3.8340e-01
Training Epoch 177 : 	 Train : 6.30164e-01 	 Res : 2.38802e-03 	 MSE : 3.13678e-01
Validation Epoch 177 : 	 Train : 6.55893e-01 	 Res : 5.65724e-03 	 MSE : 1.33389e-01
Training Epoch 177 finished, took current epoch 52.61s, cumulative time 9343.03s
Epoch 178, 25% 	 Loss : 6.2406e-01 	 Res : 2.0000e-03 	 MSE : 2.5744e-01
Epoch 178, 50% 	 Loss : 6.1484e-01 	 Res : 1.4480e-03 	 MSE : 3.6831e-01
Epoch 178, 75% 	 Loss : 6.4154e-01 	 Res : 2.1374e-03 	 MSE : 4.0292e-01
Training Epoch 178 : 	 Train : 6.25454e-01 	 Res : 1.82233e-03 	 MSE : 3.26159e-01
Validation Epoch 178 : 	 Train : 6.22658e-01 	 Res : 2.65639e-03 	 MSE : 3.33297e-01
Training Epoch 178 finished, took current epoch 52.97s, cumulative time 9395.83s
Epoch 179, 25% 	 Loss : 6.2279e-01 	 Res : 1.7612e-03 	 MSE : 3.3001e-01
Epoch 179, 50% 	 Loss : 6.3139e-01 	 Res : 2.5539e-03 	 MSE : 3.4960e-01
Epoch 179, 75% 	 Loss : 6.2972e-01 	 Res : 1.9317e-03 	 MSE : 2.9016e-01
Training Epoch 179 : 	 Train : 6.23567e-01 	 Res : 1.92042e-03 	 MSE : 3.11926e-01
Validation Epoch 179 : 	 Train : 6.06304e-01 	 Res : 1.34028e-03 	 MSE : 1.63095e-01
Training Epoch 179 finished, took current epoch 53.08s, cumulative time 9448.74s
Epoch 180, 25% 	 Loss : 6.1392e-01 	 Res : 1.2900e-03 	 MSE : 2.9654e-01
Epoch 180, 50% 	 Loss : 6.0201e-01 	 Res : 1.2303e-03 	 MSE : 2.8337e-01
Epoch 180, 75% 	 Loss : 6.1521e-01 	 Res : 1.1874e-03 	 MSE : 2.7681e-01
Training Epoch 180 : 	 Train : 6.15792e-01 	 Res : 1.23289e-03 	 MSE : 2.85985e-01
Validation Epoch 180 : 	 Train : 6.03742e-01 	 Res : 1.08055e-03 	 MSE : 1.63477e-01
Training Epoch 180 finished, took current epoch 52.01s, cumulative time 9500.64s
Epoch 181, 25% 	 Loss : 6.1435e-01 	 Res : 1.1705e-03 	 MSE : 2.7711e-01
Epoch 181, 50% 	 Loss : 6.2584e-01 	 Res : 1.2344e-03 	 MSE : 2.8264e-01
Epoch 181, 75% 	 Loss : 6.1717e-01 	 Res : 1.5007e-03 	 MSE : 3.3944e-01
Training Epoch 181 : 	 Train : 6.18615e-01 	 Res : 1.41925e-03 	 MSE : 3.00708e-01
Validation Epoch 181 : 	 Train : 6.11921e-01 	 Res : 1.82157e-03 	 MSE : 3.55814e-01
Training Epoch 181 finished, took current epoch 52.72s, cumulative time 9553.24s
Epoch 182, 25% 	 Loss : 6.1800e-01 	 Res : 1.3814e-03 	 MSE : 1.9157e-01
Epoch 182, 50% 	 Loss : 6.3703e-01 	 Res : 1.5366e-03 	 MSE : 3.3906e-01
Epoch 182, 75% 	 Loss : 6.1768e-01 	 Res : 1.5427e-03 	 MSE : 3.3148e-01
Training Epoch 182 : 	 Train : 6.21173e-01 	 Res : 1.38523e-03 	 MSE : 2.75862e-01
Validation Epoch 182 : 	 Train : 6.09340e-01 	 Res : 9.69481e-04 	 MSE : 7.96112e-02
Training Epoch 182 finished, took current epoch 53.00s, cumulative time 9606.11s
Epoch 183, 25% 	 Loss : 6.2082e-01 	 Res : 1.7261e-03 	 MSE : 3.5729e-01
Epoch 183, 50% 	 Loss : 6.1441e-01 	 Res : 1.8213e-03 	 MSE : 2.9154e-01
Epoch 183, 75% 	 Loss : 6.2203e-01 	 Res : 1.0350e-03 	 MSE : 1.3472e-01
Training Epoch 183 : 	 Train : 6.21983e-01 	 Res : 1.52886e-03 	 MSE : 2.47251e-01
Validation Epoch 183 : 	 Train : 6.04278e-01 	 Res : 8.67916e-04 	 MSE : 5.84416e-02
Training Epoch 183 finished, took current epoch 53.41s, cumulative time 9659.36s
Epoch 184, 25% 	 Loss : 6.1176e-01 	 Res : 1.4444e-03 	 MSE : 2.3465e-01
Epoch 184, 50% 	 Loss : 6.2315e-01 	 Res : 1.2622e-03 	 MSE : 2.7733e-01
Epoch 184, 75% 	 Loss : 6.1263e-01 	 Res : 1.3844e-03 	 MSE : 2.7100e-01
Training Epoch 184 : 	 Train : 6.21190e-01 	 Res : 1.38481e-03 	 MSE : 2.80182e-01
Validation Epoch 184 : 	 Train : 6.07934e-01 	 Res : 1.28025e-03 	 MSE : 3.46096e-01
Training Epoch 184 finished, took current epoch 53.62s, cumulative time 9712.78s
Epoch 185, 25% 	 Loss : 6.1018e-01 	 Res : 1.3040e-03 	 MSE : 2.7423e-01
Epoch 185, 50% 	 Loss : 6.2156e-01 	 Res : 1.5897e-03 	 MSE : 3.3930e-01
Epoch 185, 75% 	 Loss : 6.2513e-01 	 Res : 1.4906e-03 	 MSE : 2.9630e-01
Training Epoch 185 : 	 Train : 6.18980e-01 	 Res : 1.42895e-03 	 MSE : 2.97628e-01
Validation Epoch 185 : 	 Train : 6.08794e-01 	 Res : 1.45222e-03 	 MSE : 2.41128e-01
Training Epoch 185 finished, took current epoch 53.44s, cumulative time 9766.06s
Epoch 186, 25% 	 Loss : 6.3262e-01 	 Res : 1.8077e-03 	 MSE : 3.6505e-01
Epoch 186, 50% 	 Loss : 6.2681e-01 	 Res : 1.9092e-03 	 MSE : 2.5510e-01
Epoch 186, 75% 	 Loss : 6.0378e-01 	 Res : 1.9094e-03 	 MSE : 2.7139e-01
Training Epoch 186 : 	 Train : 6.23843e-01 	 Res : 1.82534e-03 	 MSE : 2.88789e-01
Validation Epoch 186 : 	 Train : 6.03546e-01 	 Res : 1.01937e-03 	 MSE : 2.89918e-01
Training Epoch 186 finished, took current epoch 52.47s, cumulative time 9818.28s
Epoch 187, 25% 	 Loss : 6.1583e-01 	 Res : 1.1860e-03 	 MSE : 2.7850e-01
Epoch 187, 50% 	 Loss : 6.1214e-01 	 Res : 1.4160e-03 	 MSE : 3.3961e-01
Epoch 187, 75% 	 Loss : 6.1707e-01 	 Res : 1.8406e-03 	 MSE : 2.6481e-01
Training Epoch 187 : 	 Train : 6.20849e-01 	 Res : 1.59464e-03 	 MSE : 2.91526e-01
Validation Epoch 187 : 	 Train : 6.06068e-01 	 Res : 1.27936e-03 	 MSE : 8.02431e-02
Training Epoch 187 finished, took current epoch 52.64s, cumulative time 9870.74s
Epoch 188, 25% 	 Loss : 6.1196e-01 	 Res : 2.0467e-03 	 MSE : 3.4848e-01
Epoch 188, 50% 	 Loss : 6.1771e-01 	 Res : 2.0992e-03 	 MSE : 2.6775e-01
Epoch 188, 75% 	 Loss : 6.2232e-01 	 Res : 2.0594e-03 	 MSE : 2.1081e-01
Training Epoch 188 : 	 Train : 6.23460e-01 	 Res : 1.94055e-03 	 MSE : 2.91254e-01
Validation Epoch 188 : 	 Train : 6.11432e-01 	 Res : 2.00487e-03 	 MSE : 4.95262e-01
Training Epoch 188 finished, took current epoch 51.91s, cumulative time 9922.52s
Epoch 189, 25% 	 Loss : 6.1002e-01 	 Res : 1.5930e-03 	 MSE : 4.0333e-01
Epoch 189, 50% 	 Loss : 6.0277e-01 	 Res : 1.2815e-03 	 MSE : 2.7725e-01
Epoch 189, 75% 	 Loss : 6.3348e-01 	 Res : 2.0317e-03 	 MSE : 4.9967e-01
Training Epoch 189 : 	 Train : 6.22157e-01 	 Res : 1.70882e-03 	 MSE : 3.73189e-01
Validation Epoch 189 : 	 Train : 6.17995e-01 	 Res : 2.04894e-03 	 MSE : 1.85615e-01
Training Epoch 189 finished, took current epoch 51.95s, cumulative time 9974.34s
Epoch 190, 25% 	 Loss : 6.0860e-01 	 Res : 1.4266e-03 	 MSE : 2.5813e-01
Epoch 190, 50% 	 Loss : 6.1812e-01 	 Res : 1.4423e-03 	 MSE : 3.0434e-01
Epoch 190, 75% 	 Loss : 6.2745e-01 	 Res : 1.5519e-03 	 MSE : 3.0424e-01
Training Epoch 190 : 	 Train : 6.19573e-01 	 Res : 1.42999e-03 	 MSE : 2.93005e-01
Validation Epoch 190 : 	 Train : 6.12896e-01 	 Res : 1.75164e-03 	 MSE : 1.64842e-01
Training Epoch 190 finished, took current epoch 51.60s, cumulative time 10025.81s
Epoch 191, 25% 	 Loss : 6.1845e-01 	 Res : 1.3149e-03 	 MSE : 3.0392e-01
Epoch 191, 50% 	 Loss : 6.1284e-01 	 Res : 1.5059e-03 	 MSE : 2.7326e-01
Epoch 191, 75% 	 Loss : 6.2374e-01 	 Res : 1.4589e-03 	 MSE : 3.1028e-01
