Train Metrics
Epoch 0, 25% 	 Loss : 4.8200e+00 	 Res : 3.7218e+00 	 Jac : 9.8467e-02 	 Enc : 6.8557e-01 	 AEnc : 2.6680e-01 	 MSE : 4.7332e+01
Epoch 105, 75% 	 Loss : 4.4744e-02 	 Res : 1.6987e-02 	 Jac : 1.7535e-02 	 Enc : 2.8728e-03 	 AEnc : 6.6498e-04 	 MSE : 6.6844e+00
Training Epoch 105 : 	 Train : 5.05539e-02 	 Res : 2.07068e-02 	 Jac : 1.78073e-02 	 Enc : 2.80914e-03 	 AE : 1.52870e-03 	 MSE : 7.70199e+00
Validation Epoch 105 : 	 Train : 3.08142e-02 	 Res : 7.71972e-03 	 Jac : 1.78754e-02 	 Enc : 2.75786e-03 	 AE : 2.62389e-04 	 MSE : 2.19882e+00
Training Epoch 105 finished, took current epoch 477.57s, cumulative time 46185.32s
Current Learning rate DEQ : 0.0012004999999999995
Current Learning rate AUTOENC : 0.002400999999999999
MODEL SAVED
Epoch 106, 25% 	 Loss : 6.1991e-02 	 Res : 3.0493e-02 	 Jac : 1.7719e-02 	 Enc : 2.7519e-03 	 AEnc : 1.8069e-03 	 MSE : 9.2194e+00
Epoch 106, 50% 	 Loss : 5.6425e-02 	 Res : 2.4693e-02 	 Jac : 1.7657e-02 	 Enc : 2.8061e-03 	 AEnc : 4.6033e-04 	 MSE : 1.0808e+01
Epoch 106, 75% 	 Loss : 4.4696e-02 	 Res : 1.6349e-02 	 Jac : 1.7655e-02 	 Enc : 2.8398e-03 	 AEnc : 5.2538e-04 	 MSE : 7.3262e+00
Training Epoch 106 : 	 Train : 5.15131e-02 	 Res : 2.17275e-02 	 Jac : 1.76327e-02 	 Enc : 2.77046e-03 	 AE : 1.42439e-03 	 MSE : 7.95805e+00
Validation Epoch 106 : 	 Train : 3.63281e-02 	 Res : 1.01136e-02 	 Jac : 1.75559e-02 	 Enc : 2.59345e-03 	 AE : 1.68385e-03 	 MSE : 4.38130e+00
Training Epoch 106 finished, took current epoch 468.94s, cumulative time 46654.23s
Current Learning rate DEQ : 0.0012004999999999995
Current Learning rate AUTOENC : 0.002400999999999999
Epoch 107, 25% 	 Loss : 3.5057e-02 	 Res : 9.8156e-03 	 Jac : 1.7961e-02 	 Enc : 2.6522e-03 	 AEnc : 9.1112e-04 	 MSE : 3.7175e+00
Epoch 107, 50% 	 Loss : 4.2074e-02 	 Res : 1.5036e-02 	 Jac : 1.8082e-02 	 Enc : 2.6854e-03 	 AEnc : 4.5181e-04 	 MSE : 5.8184e+00
Epoch 107, 75% 	 Loss : 5.0836e-02 	 Res : 2.1592e-02 	 Jac : 1.7945e-02 	 Enc : 2.8021e-03 	 AEnc : 1.0514e-03 	 MSE : 7.4450e+00
Training Epoch 107 : 	 Train : 4.55950e-02 	 Res : 1.72609e-02 	 Jac : 1.78853e-02 	 Enc : 2.73487e-03 	 AE : 1.17177e-03 	 MSE : 6.54211e+00
Validation Epoch 107 : 	 Train : 1.03037e-01 	 Res : 5.95678e-02 	 Jac : 1.88269e-02 	 Enc : 3.27488e-03 	 AE : 1.50998e-03 	 MSE : 1.98575e+01
Training Epoch 107 finished, took current epoch 528.08s, cumulative time 47182.29s
Current Learning rate DEQ : 0.0012004999999999995
Current Learning rate AUTOENC : 0.002400999999999999
Epoch 108, 25% 	 Loss : 7.5810e-02 	 Res : 3.7460e-02 	 Jac : 1.7947e-02 	 Enc : 2.8581e-03 	 AEnc : 3.1936e-03 	 MSE : 1.4351e+01
Epoch 108, 50% 	 Loss : 7.7628e-02 	 Res : 2.7808e-02 	 Jac : 1.7162e-02 	 Enc : 2.9055e-03 	 AEnc : 1.7770e-02 	 MSE : 1.1982e+01
Epoch 108, 75% 	 Loss : 5.6651e-02 	 Res : 1.3146e-02 	 Jac : 1.7626e-02 	 Enc : 2.7493e-03 	 AEnc : 1.8937e-02 	 MSE : 4.1930e+00
Training Epoch 108 : 	 Train : 7.23615e-02 	 Res : 2.36763e-02 	 Jac : 1.76444e-02 	 Enc : 2.81666e-03 	 AE : 1.94701e-02 	 MSE : 8.75395e+00
Validation Epoch 108 : 	 Train : 3.45554e-02 	 Res : 9.04303e-03 	 Jac : 1.73023e-02 	 Enc : 2.74084e-03 	 AE : 9.65025e-04 	 MSE : 4.50417e+00
Training Epoch 108 finished, took current epoch 467.73s, cumulative time 47650.01s
Current Learning rate DEQ : 0.0012004999999999995
Current Learning rate AUTOENC : 0.002400999999999999
Epoch 109, 25% 	 Loss : 3.6625e-02 	 Res : 9.7710e-03 	 Jac : 1.7662e-02 	 Enc : 2.6824e-03 	 AEnc : 2.9050e-03 	 MSE : 3.6044e+00
Epoch 109, 50% 	 Loss : 3.4676e-02 	 Res : 9.7290e-03 	 Jac : 1.7969e-02 	 Enc : 2.6861e-03 	 AEnc : 7.6382e-04 	 MSE : 3.5281e+00
Epoch 109, 75% 	 Loss : 4.2949e-02 	 Res : 1.3456e-02 	 Jac : 1.7634e-02 	 Enc : 2.7525e-03 	 AEnc : 3.8680e-03 	 MSE : 5.2375e+00
Training Epoch 109 : 	 Train : 3.97837e-02 	 Res : 1.22104e-02 	 Jac : 1.76461e-02 	 Enc : 2.71742e-03 	 AE : 2.40528e-03 	 MSE : 4.80446e+00
Validation Epoch 109 : 	 Train : 7.84235e-02 	 Res : 4.18338e-02 	 Jac : 1.82469e-02 	 Enc : 2.63684e-03 	 AE : 1.37177e-03 	 MSE : 1.43342e+01
Training Epoch 109 finished, took current epoch 520.01s, cumulative time 48170.00s
Current Learning rate DEQ : 0.0012004999999999995
Current Learning rate AUTOENC : 0.002400999999999999
Epoch 110, 25% 	 Loss : 6.1885e-02 	 Res : 3.1040e-02 	 Jac : 1.7930e-02 	 Enc : 2.9330e-03 	 AEnc : 4.4258e-04 	 MSE : 9.5390e+00
Epoch 110, 50% 	 Loss : 5.9343e-02 	 Res : 2.6446e-02 	 Jac : 1.7079e-02 	 Enc : 2.9513e-03 	 AEnc : 9.4292e-04 	 MSE : 1.1922e+01
Epoch 110, 75% 	 Loss : 4.5645e-02 	 Res : 1.6734e-02 	 Jac : 1.7113e-02 	 Enc : 2.9070e-03 	 AEnc : 1.4227e-03 	 MSE : 7.4680e+00
Training Epoch 110 : 	 Train : 5.33418e-02 	 Res : 2.28502e-02 	 Jac : 1.73999e-02 	 Enc : 2.88022e-03 	 AE : 1.33444e-03 	 MSE : 8.87700e+00
Validation Epoch 110 : 	 Train : 4.38733e-02 	 Res : 1.30451e-02 	 Jac : 1.68793e-02 	 Enc : 2.61280e-03 	 AE : 3.07999e-03 	 MSE : 8.25615e+00
Training Epoch 110 finished, took current epoch 470.55s, cumulative time 48640.54s
Current Learning rate DEQ : 0.0012004999999999995
Current Learning rate AUTOENC : 0.002400999999999999
Epoch 111, 25% 	 Loss : 5.6702e-02 	 Res : 2.5946e-02 	 Jac : 1.7435e-02 	 Enc : 2.8274e-03 	 AEnc : 1.0539e-03 	 MSE : 9.4401e+00
Epoch 111, 50% 	 Loss : 4.5332e-02 	 Res : 1.7247e-02 	 Jac : 1.7455e-02 	 Enc : 2.7744e-03 	 AEnc : 7.6813e-04 	 MSE : 7.0871e+00
Epoch 111, 75% 	 Loss : 6.4039e-02 	 Res : 3.3000e-02 	 Jac : 1.7906e-02 	 Enc : 2.7273e-03 	 AEnc : 4.1315e-04 	 MSE : 9.9930e+00
Training Epoch 111 : 	 Train : 5.66532e-02 	 Res : 2.60152e-02 	 Jac : 1.74851e-02 	 Enc : 2.82537e-03 	 AE : 8.09185e-04 	 MSE : 9.51828e+00
Validation Epoch 111 : 	 Train : 5.76021e-02 	 Res : 2.24389e-02 	 Jac : 1.68882e-02 	 Enc : 3.06651e-03 	 AE : 1.20888e-03 	 MSE : 1.39997e+01
Training Epoch 111 finished, took current epoch 470.10s, cumulative time 49110.63s
Current Learning rate DEQ : 0.0012004999999999995
Current Learning rate AUTOENC : 0.002400999999999999
Epoch 112, 25% 	 Loss : 4.3082e-02 	 Res : 1.5045e-02 	 Jac : 1.7432e-02 	 Enc : 2.7295e-03 	 AEnc : 7.6371e-04 	 MSE : 7.1123e+00
Epoch 112, 50% 	 Loss : 3.9936e-02 	 Res : 1.3761e-02 	 Jac : 1.7598e-02 	 Enc : 2.7514e-03 	 AEnc : 4.9335e-04 	 MSE : 5.3325e+00
Epoch 112, 75% 	 Loss : 6.2439e-02 	 Res : 3.1278e-02 	 Jac : 1.7846e-02 	 Enc : 2.7820e-03 	 AEnc : 3.4469e-04 	 MSE : 1.0189e+01
Training Epoch 112 : 	 Train : 4.56304e-02 	 Res : 1.79456e-02 	 Jac : 1.75387e-02 	 Enc : 2.77748e-03 	 AE : 4.85922e-04 	 MSE : 6.88262e+00
Validation Epoch 112 : 	 Train : 3.09046e-02 	 Res : 7.87278e-03 	 Jac : 1.76034e-02 	 Enc : 2.81653e-03 	 AE : 5.28289e-04 	 MSE : 2.08365e+00
Training Epoch 112 finished, took current epoch 488.61s, cumulative time 49599.23s
Current Learning rate DEQ : 0.0012004999999999995
Current Learning rate AUTOENC : 0.002400999999999999
Epoch 113, 25% 	 Loss : 6.5237e-02 	 Res : 3.1061e-02 	 Jac : 1.7751e-02 	 Enc : 2.8037e-03 	 AEnc : 6.3542e-04 	 MSE : 1.2987e+01
Epoch 113, 50% 	 Loss : 4.8978e-02 	 Res : 1.8892e-02 	 Jac : 1.7438e-02 	 Enc : 2.8604e-03 	 AEnc : 8.6469e-04 	 MSE : 8.9230e+00
Epoch 113, 75% 	 Loss : 6.3239e-02 	 Res : 3.3059e-02 	 Jac : 1.7760e-02 	 Enc : 2.8761e-03 	 AEnc : 9.8793e-04 	 MSE : 8.5562e+00
Training Epoch 113 : 	 Train : 5.50272e-02 	 Res : 2.45979e-02 	 Jac : 1.76343e-02 	 Enc : 2.83662e-03 	 AE : 7.29949e-04 	 MSE : 9.22847e+00
Validation Epoch 113 : 	 Train : 4.95132e-02 	 Res : 1.94758e-02 	 Jac : 1.76653e-02 	 Enc : 2.69392e-03 	 AE : 2.51565e-04 	 MSE : 9.42664e+00
Training Epoch 113 finished, took current epoch 494.41s, cumulative time 50093.60s
Current Learning rate DEQ : 0.0012004999999999995
Current Learning rate AUTOENC : 0.002400999999999999
Epoch 114, 25% 	 Loss : 4.4369e-02 	 Res : 1.5919e-02 	 Jac : 1.7755e-02 	 Enc : 2.7706e-03 	 AEnc : 4.1862e-04 	 MSE : 7.5057e+00
Epoch 114, 50% 	 Loss : 4.1579e-02 	 Res : 1.5498e-02 	 Jac : 1.7758e-02 	 Enc : 2.8264e-03 	 AEnc : 4.7981e-04 	 MSE : 5.0168e+00
Epoch 114, 75% 	 Loss : 5.8533e-02 	 Res : 2.7382e-02 	 Jac : 1.7494e-02 	 Enc : 2.9477e-03 	 AEnc : 5.1780e-04 	 MSE : 1.0191e+01
Training Epoch 114 : 	 Train : 4.67854e-02 	 Res : 1.87939e-02 	 Jac : 1.76651e-02 	 Enc : 2.85427e-03 	 AE : 4.40903e-04 	 MSE : 7.03119e+00
Validation Epoch 114 : 	 Train : 3.49856e-02 	 Res : 9.50768e-03 	 Jac : 1.69248e-02 	 Enc : 2.76196e-03 	 AE : 3.15875e-04 	 MSE : 5.47526e+00
Training Epoch 114 finished, took current epoch 491.72s, cumulative time 50585.28s
Current Learning rate DEQ : 0.0012004999999999995
Current Learning rate AUTOENC : 0.002400999999999999
Epoch 115, 25% 	 Loss : 1.3628e-01 	 Res : 9.5271e-02 	 Jac : 1.7875e-02 	 Enc : 3.0451e-03 	 AEnc : 5.5231e-03 	 MSE : 1.4566e+01
Epoch 115, 50% 	 Loss : 7.0400e-02 	 Res : 3.8211e-02 	 Jac : 1.6851e-02 	 Enc : 3.1066e-03 	 AEnc : 2.4968e-03 	 MSE : 9.7351e+00
Epoch 115, 75% 	 Loss : 5.0676e-02 	 Res : 2.0221e-02 	 Jac : 1.7049e-02 	 Enc : 3.1371e-03 	 AEnc : 1.0093e-03 	 MSE : 9.2602e+00
Training Epoch 115 : 	 Train : 8.09668e-02 	 Res : 4.65063e-02 	 Jac : 1.72829e-02 	 Enc : 3.12165e-03 	 AE : 2.41887e-03 	 MSE : 1.16371e+01
Validation Epoch 115 : 	 Train : 5.64866e-02 	 Res : 2.36636e-02 	 Jac : 1.73789e-02 	 Enc : 3.44107e-03 	 AE : 5.41170e-04 	 MSE : 1.14618e+01
Training Epoch 115 finished, took current epoch 494.07s, cumulative time 51079.33s
Current Learning rate DEQ : 0.0012004999999999995
Current Learning rate AUTOENC : 0.002400999999999999
Epoch 116, 25% 	 Loss : 6.4405e-02 	 Res : 3.0839e-02 	 Jac : 1.7584e-02 	 Enc : 3.2382e-03 	 AEnc : 7.8421e-04 	 MSE : 1.1960e+01
Epoch 116, 50% 	 Loss : 4.7587e-02 	 Res : 1.7846e-02 	 Jac : 1.7141e-02 	 Enc : 3.1502e-03 	 AEnc : 7.0302e-04 	 MSE : 8.7465e+00
Epoch 116, 75% 	 Loss : 7.9076e-02 	 Res : 4.3803e-02 	 Jac : 1.7752e-02 	 Enc : 3.2323e-03 	 AEnc : 1.0226e-03 	 MSE : 1.3266e+01
Training Epoch 116 : 	 Train : 6.00981e-02 	 Res : 2.76673e-02 	 Jac : 1.73946e-02 	 Enc : 3.22504e-03 	 AE : 1.14656e-03 	 MSE : 1.06646e+01
Validation Epoch 116 : 	 Train : 1.15415e-01 	 Res : 6.86160e-02 	 Jac : 1.81427e-02 	 Enc : 2.94127e-03 	 AE : 1.17555e-03 	 MSE : 2.45397e+01
Training Epoch 116 finished, took current epoch 504.79s, cumulative time 51584.10s
Current Learning rate DEQ : 0.0008403499999999996
Current Learning rate AUTOENC : 0.0016806999999999992
Epoch 117, 25% 	 Loss : 7.4599e-02 	 Res : 3.7708e-02 	 Jac : 1.7842e-02 	 Enc : 3.1565e-03 	 AEnc : 6.1641e-04 	 MSE : 1.5276e+01
Epoch 117, 50% 	 Loss : 4.2815e-02 	 Res : 1.5172e-02 	 Jac : 1.7545e-02 	 Enc : 3.1054e-03 	 AEnc : 5.7898e-04 	 MSE : 6.4141e+00
Epoch 117, 75% 	 Loss : 4.7895e-02 	 Res : 1.8875e-02 	 Jac : 1.7354e-02 	 Enc : 2.9744e-03 	 AEnc : 8.6750e-04 	 MSE : 7.8242e+00
Training Epoch 117 : 	 Train : 5.23453e-02 	 Res : 2.19347e-02 	 Jac : 1.75551e-02 	 Enc : 3.07280e-03 	 AE : 8.50377e-04 	 MSE : 8.93235e+00
Validation Epoch 117 : 	 Train : 3.16543e-02 	 Res : 8.03905e-03 	 Jac : 1.76337e-02 	 Enc : 3.03307e-03 	 AE : 4.94367e-04 	 MSE : 2.45408e+00
Training Epoch 117 finished, took current epoch 476.98s, cumulative time 52061.06s
Current Learning rate DEQ : 0.0008403499999999996
Current Learning rate AUTOENC : 0.0016806999999999992
Epoch 118, 25% 	 Loss : 7.8326e-02 	 Res : 4.3760e-02 	 Jac : 1.7652e-02 	 Enc : 2.9735e-03 	 AEnc : 4.6032e-04 	 MSE : 1.3480e+01
Epoch 118, 50% 	 Loss : 5.2324e-02 	 Res : 2.3208e-02 	 Jac : 1.7658e-02 	 Enc : 3.2681e-03 	 AEnc : 1.6228e-03 	 MSE : 6.5678e+00
Epoch 118, 75% 	 Loss : 3.8288e-02 	 Res : 1.2159e-02 	 Jac : 1.7446e-02 	 Enc : 2.9563e-03 	 AEnc : 1.2509e-03 	 MSE : 4.4753e+00
Training Epoch 118 : 	 Train : 5.39986e-02 	 Res : 2.38362e-02 	 Jac : 1.75231e-02 	 Enc : 3.05579e-03 	 AE : 1.79301e-03 	 MSE : 7.79047e+00
Validation Epoch 118 : 	 Train : 3.34387e-02 	 Res : 8.49280e-03 	 Jac : 1.69739e-02 	 Enc : 2.95012e-03 	 AE : 8.34229e-04 	 MSE : 4.18766e+00
Training Epoch 118 finished, took current epoch 472.55s, cumulative time 52533.58s
Current Learning rate DEQ : 0.0008403499999999996
Current Learning rate AUTOENC : 0.0016806999999999992
Epoch 119, 25% 	 Loss : 3.8874e-02 	 Res : 1.2358e-02 	 Jac : 1.7403e-02 	 Enc : 3.0044e-03 	 AEnc : 8.3527e-04 	 MSE : 5.2736e+00
Epoch 119, 50% 	 Loss : 4.1752e-02 	 Res : 1.5127e-02 	 Jac : 1.7295e-02 	 Enc : 2.9741e-03 	 AEnc : 3.6344e-04 	 MSE : 5.9922e+00
Epoch 119, 75% 	 Loss : 6.6441e-02 	 Res : 3.0640e-02 	 Jac : 1.7506e-02 	 Enc : 3.0387e-03 	 AEnc : 2.0290e-03 	 MSE : 1.3227e+01
Training Epoch 119 : 	 Train : 5.58461e-02 	 Res : 2.37450e-02 	 Jac : 1.73490e-02 	 Enc : 3.02930e-03 	 AE : 1.47594e-03 	 MSE : 1.02468e+01
Validation Epoch 119 : 	 Train : 4.65888e-02 	 Res : 1.58688e-02 	 Jac : 1.67794e-02 	 Enc : 3.07268e-03 	 AE : 8.73653e-04 	 MSE : 9.99427e+00
Training Epoch 119 finished, took current epoch 462.40s, cumulative time 52995.97s
Current Learning rate DEQ : 0.0008403499999999996
Current Learning rate AUTOENC : 0.0016806999999999992
Epoch 120, 25% 	 Loss : 5.0053e-02 	 Res : 1.9284e-02 	 Jac : 1.7431e-02 	 Enc : 3.1280e-03 	 AEnc : 5.9227e-04 	 MSE : 9.6172e+00
Epoch 120, 50% 	 Loss : 4.0564e-02 	 Res : 1.3532e-02 	 Jac : 1.7470e-02 	 Enc : 2.9795e-03 	 AEnc : 4.4774e-04 	 MSE : 6.1347e+00
Epoch 120, 75% 	 Loss : 6.5368e-02 	 Res : 3.0045e-02 	 Jac : 1.7397e-02 	 Enc : 3.0709e-03 	 AEnc : 5.6771e-03 	 MSE : 9.1789e+00
Training Epoch 120 : 	 Train : 5.81737e-02 	 Res : 2.51260e-02 	 Jac : 1.73593e-02 	 Enc : 3.08222e-03 	 AE : 3.33910e-03 	 MSE : 9.26703e+00
Validation Epoch 120 : 	 Train : 3.60211e-02 	 Res : 1.05693e-02 	 Jac : 1.70433e-02 	 Enc : 3.03067e-03 	 AE : 9.83740e-04 	 MSE : 4.39401e+00
Training Epoch 120 finished, took current epoch 463.65s, cumulative time 53459.61s
Current Learning rate DEQ : 0.0008403499999999996
Current Learning rate AUTOENC : 0.0016806999999999992
Epoch 121, 25% 	 Loss : 4.7797e-02 	 Res : 1.9139e-02 	 Jac : 1.7398e-02 	 Enc : 3.1017e-03 	 AEnc : 2.6500e-03 	 MSE : 5.5085e+00
Epoch 121, 50% 	 Loss : 5.6151e-02 	 Res : 2.3763e-02 	 Jac : 1.7139e-02 	 Enc : 3.1102e-03 	 AEnc : 2.0802e-03 	 MSE : 1.0059e+01
Epoch 121, 75% 	 Loss : 4.2197e-02 	 Res : 1.1969e-02 	 Jac : 1.7371e-02 	 Enc : 3.0676e-03 	 AEnc : 5.5940e-03 	 MSE : 4.1946e+00
Training Epoch 121 : 	 Train : 5.09057e-02 	 Res : 1.87699e-02 	 Jac : 1.73039e-02 	 Enc : 3.08143e-03 	 AE : 4.81283e-03 	 MSE : 6.93761e+00
Validation Epoch 121 : 	 Train : 4.65942e-02 	 Res : 9.89175e-03 	 Jac : 1.72047e-02 	 Enc : 2.95912e-03 	 AE : 1.38958e-02 	 MSE : 2.64277e+00
Training Epoch 121 finished, took current epoch 486.53s, cumulative time 53946.11s
Current Learning rate DEQ : 0.0008403499999999996
Current Learning rate AUTOENC : 0.0016806999999999992
Epoch 122, 25% 	 Loss : 4.8188e-02 	 Res : 1.2554e-02 	 Jac : 1.7197e-02 	 Enc : 3.0109e-03 	 AEnc : 1.1239e-02 	 MSE : 4.1879e+00
Epoch 122, 50% 	 Loss : 4.7644e-02 	 Res : 1.5353e-02 	 Jac : 1.7025e-02 	 Enc : 3.0484e-03 	 AEnc : 4.8132e-03 	 MSE : 7.4052e+00
Epoch 122, 75% 	 Loss : 5.7739e-02 	 Res : 2.5898e-02 	 Jac : 1.7251e-02 	 Enc : 3.1377e-03 	 AEnc : 2.3980e-03 	 MSE : 9.0547e+00
Training Epoch 122 : 	 Train : 5.20548e-02 	 Res : 1.79937e-02 	 Jac : 1.71773e-02 	 Enc : 3.06864e-03 	 AE : 7.11830e-03 	 MSE : 6.69691e+00
Validation Epoch 122 : 	 Train : 4.40099e-02 	 Res : 1.23371e-02 	 Jac : 1.73727e-02 	 Enc : 3.09205e-03 	 AE : 7.91164e-03 	 MSE : 3.29651e+00
Training Epoch 122 finished, took current epoch 496.27s, cumulative time 54442.37s
Current Learning rate DEQ : 0.0008403499999999996
Current Learning rate AUTOENC : 0.0016806999999999992
Epoch 123, 25% 	 Loss : 6.1807e-02 	 Res : 2.3036e-02 	 Jac : 1.7264e-02 	 Enc : 3.0581e-03 	 AEnc : 9.2365e-03 	 MSE : 9.2122e+00
Epoch 123, 50% 	 Loss : 4.2400e-02 	 Res : 1.4975e-02 	 Jac : 1.7126e-02 	 Enc : 3.1220e-03 	 AEnc : 1.7259e-03 	 MSE : 5.4511e+00
Epoch 123, 75% 	 Loss : 4.3718e-02 	 Res : 1.5921e-02 	 Jac : 1.6930e-02 	 Enc : 3.0814e-03 	 AEnc : 1.6120e-03 	 MSE : 6.1741e+00
Training Epoch 123 : 	 Train : 4.88389e-02 	 Res : 1.66804e-02 	 Jac : 1.70956e-02 	 Enc : 3.08512e-03 	 AE : 5.52701e-03 	 MSE : 6.45075e+00
Validation Epoch 123 : 	 Train : 4.15765e-02 	 Res : 9.77106e-03 	 Jac : 1.76305e-02 	 Enc : 3.06231e-03 	 AE : 9.39207e-03 	 MSE : 1.72053e+00
Training Epoch 123 finished, took current epoch 498.46s, cumulative time 54940.82s
Current Learning rate DEQ : 0.0008403499999999996
Current Learning rate AUTOENC : 0.0016806999999999992
Epoch 124, 25% 	 Loss : 4.0698e-02 	 Res : 1.0520e-02 	 Jac : 1.7118e-02 	 Enc : 3.0284e-03 	 AEnc : 6.1102e-03 	 MSE : 3.9206e+00
Epoch 124, 50% 	 Loss : 3.8941e-02 	 Res : 1.2543e-02 	 Jac : 1.7391e-02 	 Enc : 3.0996e-03 	 AEnc : 1.1677e-03 	 MSE : 4.7397e+00
Epoch 124, 75% 	 Loss : 3.9304e-02 	 Res : 1.1782e-02 	 Jac : 1.7122e-02 	 Enc : 3.0896e-03 	 AEnc : 2.3135e-03 	 MSE : 4.9965e+00
Training Epoch 124 : 	 Train : 3.98921e-02 	 Res : 1.20504e-02 	 Jac : 1.72183e-02 	 Enc : 3.06323e-03 	 AE : 2.73664e-03 	 MSE : 4.82348e+00
Validation Epoch 124 : 	 Train : 3.98252e-02 	 Res : 1.28549e-02 	 Jac : 1.71151e-02 	 Enc : 2.97470e-03 	 AE : 4.18660e-04 	 MSE : 6.46186e+00
Training Epoch 124 finished, took current epoch 494.14s, cumulative time 55434.92s
Current Learning rate DEQ : 0.0008403499999999996
Current Learning rate AUTOENC : 0.0016806999999999992
Epoch 125, 25% 	 Loss : 4.5434e-02 	 Res : 1.8081e-02 	 Jac : 1.7074e-02 	 Enc : 3.1614e-03 	 AEnc : 3.3716e-04 	 MSE : 6.7812e+00
Epoch 125, 50% 	 Loss : 5.2753e-02 	 Res : 2.3182e-02 	 Jac : 1.7203e-02 	 Enc : 3.1083e-03 	 AEnc : 2.9337e-04 	 MSE : 8.9674e+00
Epoch 125, 75% 	 Loss : 7.3557e-02 	 Res : 3.6729e-02 	 Jac : 1.7143e-02 	 Enc : 3.1163e-03 	 AEnc : 3.6816e-04 	 MSE : 1.6200e+01
Training Epoch 125 : 	 Train : 5.79112e-02 	 Res : 2.63155e-02 	 Jac : 1.71806e-02 	 Enc : 3.16386e-03 	 AE : 3.51491e-04 	 MSE : 1.08998e+01
Validation Epoch 125 : 	 Train : 3.15405e-02 	 Res : 8.34530e-03 	 Jac : 1.71644e-02 	 Enc : 3.15671e-03 	 AE : 2.21653e-04 	 MSE : 2.65250e+00
Training Epoch 125 finished, took current epoch 490.21s, cumulative time 55925.11s
Current Learning rate DEQ : 0.0008403499999999996
Current Learning rate AUTOENC : 0.0016806999999999992
Epoch 126, 25% 	 Loss : 3.8171e-02 	 Res : 1.1867e-02 	 Jac : 1.7366e-02 	 Enc : 3.0381e-03 	 AEnc : 2.4422e-03 	 MSE : 3.4575e+00
Epoch 126, 50% 	 Loss : 5.6150e-02 	 Res : 2.5041e-02 	 Jac : 1.6783e-02 	 Enc : 3.0953e-03 	 AEnc : 4.0939e-03 	 MSE : 7.1368e+00
Epoch 126, 75% 	 Loss : 4.0640e-02 	 Res : 1.4720e-02 	 Jac : 1.6941e-02 	 Enc : 3.0576e-03 	 AEnc : 6.4330e-04 	 MSE : 5.2775e+00
Training Epoch 126 : 	 Train : 4.29044e-02 	 Res : 1.57267e-02 	 Jac : 1.70052e-02 	 Enc : 3.07628e-03 	 AE : 1.90348e-03 	 MSE : 5.19278e+00
Validation Epoch 126 : 	 Train : 3.78336e-02 	 Res : 1.13556e-02 	 Jac : 1.70645e-02 	 Enc : 2.98853e-03 	 AE : 2.83549e-04 	 MSE : 6.14147e+00
Training Epoch 126 finished, took current epoch 472.51s, cumulative time 56397.57s
Current Learning rate DEQ : 0.0008403499999999996
Current Learning rate AUTOENC : 0.0016806999999999992
Epoch 127, 25% 	 Loss : 3.6843e-02 	 Res : 1.1659e-02 	 Jac : 1.7328e-02 	 Enc : 3.0752e-03 	 AEnc : 2.5385e-04 	 MSE : 4.5268e+00
Epoch 127, 50% 	 Loss : 5.2070e-02 	 Res : 2.2815e-02 	 Jac : 1.7018e-02 	 Enc : 3.1747e-03 	 AEnc : 9.0467e-04 	 MSE : 8.1568e+00
Epoch 127, 75% 	 Loss : 4.6037e-02 	 Res : 1.7534e-02 	 Jac : 1.7140e-02 	 Enc : 3.1846e-03 	 AEnc : 3.0466e-04 	 MSE : 7.8742e+00
Training Epoch 127 : 	 Train : 4.75614e-02 	 Res : 1.93163e-02 	 Jac : 1.71094e-02 	 Enc : 3.13886e-03 	 AE : 4.41426e-04 	 MSE : 7.55541e+00
Validation Epoch 127 : 	 Train : 4.60020e-02 	 Res : 1.74023e-02 	 Jac : 1.72253e-02 	 Enc : 3.00424e-03 	 AE : 3.69700e-04 	 MSE : 8.00053e+00
Training Epoch 127 finished, took current epoch 508.13s, cumulative time 56905.65s
Current Learning rate DEQ : 0.0005882449999999997
Current Learning rate AUTOENC : 0.0011764899999999994
Epoch 128, 25% 	 Loss : 4.3222e-02 	 Res : 1.5240e-02 	 Jac : 1.6929e-02 	 Enc : 3.1125e-03 	 AEnc : 5.5149e-04 	 MSE : 7.3896e+00
Epoch 128, 50% 	 Loss : 4.0453e-02 	 Res : 1.3669e-02 	 Jac : 1.7047e-02 	 Enc : 3.0840e-03 	 AEnc : 3.2094e-04 	 MSE : 6.3315e+00
Epoch 128, 75% 	 Loss : 4.0489e-02 	 Res : 1.3427e-02 	 Jac : 1.7199e-02 	 Enc : 3.1091e-03 	 AEnc : 2.4293e-04 	 MSE : 6.5112e+00
Training Epoch 128 : 	 Train : 4.07774e-02 	 Res : 1.36257e-02 	 Jac : 1.70611e-02 	 Enc : 3.09733e-03 	 AE : 3.35226e-04 	 MSE : 6.65803e+00
Validation Epoch 128 : 	 Train : 3.60167e-02 	 Res : 1.05658e-02 	 Jac : 1.70746e-02 	 Enc : 3.01869e-03 	 AE : 1.73701e-04 	 MSE : 5.18384e+00
Training Epoch 128 finished, took current epoch 471.27s, cumulative time 57376.91s
Current Learning rate DEQ : 0.0005882449999999997
Current Learning rate AUTOENC : 0.0011764899999999994
Epoch 129, 25% 	 Loss : 3.9377e-02 	 Res : 1.3174e-02 	 Jac : 1.7330e-02 	 Enc : 3.0708e-03 	 AEnc : 2.1175e-04 	 MSE : 5.5907e+00
